waybill_sn,start_location,end_location,waybill_created_date,actual_eta,initial_eta,tri_punctuality_in_days
1087711519,"MAUMEE, OH","REYBOLD, DE",2023-07-07,11,8,-3
3630076215,"MERIDIAN, MS","AUSTELL, GA",2023-07-07,-2,1,3
3630087020,"KANSAS CITY, MO","MELVINDALE, MI",2023-07-07,6,7,1
3630086032,"ST LOUIS, MO","CAMP HILL, PA",2023-07-07,11,8,-3
3630203804,"GRIFFITH, NC","SAVANNAH, GA",2023-07-07,6,6,0
3630059166,"LONG BEACH E PIER, CA","CLEVELAND, OH",2023-07-07,11,10,-1
3630138481,"APPLIANCE PARK, KY","APPLIANCE PARK, KY",2023-07-07,7,6,-1
3630071142,"GREER, SC","CHARLESTON, SC",2023-07-07,2,1,-1
1087613339,"TOLEDO, OH","INDIANA HARBOR, IN",2023-07-07,12,10,-2
3630212926,"EVADALE, TX","LOFTON, VA",2023-07-07,-1,1,2
1087585413,"ARBELA, MS","KERNERSVILLE, NC",2023-07-04,11,9,-2
3629169665,"SANDUSKY DOCK, OH","CROOKED CREEK MINE, PA",2023-07-07,3,5,2
3630189733,"COLUMBIA CITY, IN","ST LOUIS, MO",2023-07-07,8,7,-1
3630218265,"CARROLLTON, GA","BIRMINGHAM, AL",2023-07-07,2,1,-1
1087546362,"MEMPHIS, TN","MEMPHIS, TN",2023-07-07,3,5,2
3630086977,"KANSAS CITY, MO","MELVINDALE, MI",2023-07-07,4,1,-3
3630109686,"LOUISVILLE, KY","LOUISVILLE, KY",2023-07-02,8,8,0
3628756003,"CAROL, IN","FRANCISCO, IN",2023-07-07,8,9,1
3630189644,"COLUMBIA CITY, IN","ST LOUIS, MO",2023-07-07,5,8,3
1087690640,"LOUISVILLE FAIRGR, KY","DEER PARK, TX",2023-07-07,-2,1,3
3630076095,"MERIDIAN, MS","JACKSONVILLE, FL",2023-07-07,9,9,0
3630116235,"NEKOOSA, WI","MELVINDALE, MI",2023-07-07,6,6,0
3630060125,"KANSAS CITY, MO","KANSAS CITY, MO",2023-07-07,2,2,0
1087593123,"CULPEPER, VA","SUMMERVILLE, SC",2023-07-07,4,1,-3
3630218215,"DALLAS, TX","CROXTON, NJ",2023-07-07,7,4,-3
3630072889,"LOGISTICS PARK KANS, KS","HARRISBURG, PA",2023-07-07,7,5,-2
3630049763,"TROUTVILLE, VA","WINSTON-SALEM, NC",2023-07-07,4,1,-3
3630052237,"BLUFFTON, IN","SELMA, NC",2023-07-03,8,7,-1
3629053589,"LAMBERTS POINT, VA","TOMS CREEK, VA",2023-07-07,-2,1,3
1087521477,"CAROL, IN","FRANCISCO, IN",2023-07-07,12,10,-2
1087667338,"DALLAS, TX","CROXTON, NJ",2023-07-07,8,7,-1
1087703493,"DES MOINES, IA","DES MOINES, IA",2023-07-07,12,9,-3
3630077685,"ROANOKE, VA","PORT WILMINGTON, DE",2023-07-07,10,9,-1
3630056265,"MERIDIAN, MS","AUSTELL, GA",2023-07-07,2,2,0
3630190140,"MT CARMEL, VA","BAYPORT, TX",2023-07-07,3,1,-2
3630079310,"PERRY, AR","FREMONT, OH",2023-07-07,2,1,-1
3630107692,"SANDUSKY DOCK, OH","CROOKED CREEK MINE, PA",2023-07-07,6,7,1
3630163436,"CALGARY, AB","CHICAGO, IL",2023-07-07,5,2,-3
3630211158,"WINSTON-SALEM, NC","HOBBS, IN",2023-07-07,5,4,-1
1087596383,"COLUMBUS, OH","TACOMA, WA",2023-07-07,7,6,-1
1087607540,"TALLADEGA, AL","CALVERT, AL",2023-07-07,6,6,0
3630197906,"ROANOKE, IN","WENTZVILLE, MO",2023-07-07,7,9,2
3630088018,"BOWDEN YARD, FL","POSTELL, GA",2023-07-07,2,1,-1
3630155514,"WICKHAM SPUR, IA","HOPEWELL, VA",2023-07-07,5,6,1
3630081838,"BUTLER, IN","CONCORD, ON",2023-07-07,1,1,0
3630137613,"RICHARDTON, ND","LANDISVILLE, PA",2023-07-07,4,6,2
3630099132,"ROSEPORT, MN","HOPEWELL, VA",2023-07-07,6,9,3
3630104092,"BERKELEY, MO","GREEN BAY, WI",2023-07-07,2,4,2
1087638787,"WYLIE, TX","JACKSONVILLE, FL",2023-07-07,5,8,3
3630080222,"HYCO, NC","BAILEY MINE, PA",2023-07-07,3,2,-1
3630156489,"GREER, SC","CHARLESTON, SC",2023-07-07,10,10,0
3630211742,"ACKLEY, IA","DORAVILLE, GA",2023-07-07,7,4,-3
3630151976,"KEOKUK, IA","ALTOONA, PA",2023-07-07,1,4,3
1087567928,"KANSAS CITY, MO","MELVINDALE, MI",2023-07-07,2,2,0
1087598783,"ALBANY, NY","SAN BERNARDINO, CA",2023-07-07,5,7,2
3630186557,"ORLANDO, FL","DECATUR, IL",2023-07-07,5,5,0
3630199542,"COSHOCTON, OH","BRIDGEPORT (SLRS), NJ",2023-07-07,8,9,1
1087678135,"CORUNNA, ON","NEAL, WV",2023-07-07,-1,1,2
3630188494,"LAFAYETTE, IN","CLYMERS, IN",2023-07-07,4,2,-2
3630187333,"MEMPHIS PRES, TN","MEMPHIS, TN",2023-07-07,0,2,2
1087530921,"BELLEVUE, OH","BELLEVUE, OH",2023-07-07,2,4,2
3630111879,"WILLIAMSPORT, PA","WEDRON, IL",2023-07-07,0,3,3
3630137663,"LAMBERTS POINT, VA","WILLIAMSON YARD, WV",2023-07-06,9,7,-2
1087308235,"LAMBERTS POINT, VA","TOMS CREEK, VA",2023-07-07,6,7,1
3630056087,"MERIDIAN, MS","CHARLOTTE, NC",2023-07-07,5,4,-1
3630182668,"SANDERSVILLE, GA","WINDSOR, ON",2023-07-07,8,8,0
1087657888,"BRILLS, NJ","NEW LEXINGTON (OSRR, OH",2023-07-07,8,8,0
3630125072,"BURNS HARBOR, IN","BURNS HARBOR, IN",2023-07-07,2,4,2
1087593961,"PARIS, IL","BATTLE CREEK, MI",2023-07-07,3,4,1
3630133287,"SELKIRK, NY","BUFFALO, NY",2023-07-07,4,5,1
3630206886,"DECATUR, IL","OPTIMA, OK",2023-07-07,10,7,-3
1087555311,"CAMPBELL ROAD YARD, OH","VON WILLER (CCRL), OH",2023-07-07,-2,1,3
3630055057,"BUTLER, IN","NORTH BANGOR, ME",2023-07-07,-1,2,3
3630122854,"MERIDIAN, MS","JACKSONVILLE, FL",2023-07-07,6,3,-3
3630189806,"PUERTA MEXICO, EM","JACKSONVILLE, FL",2023-07-07,4,7,3
3630187650,"CHICAGO, IL","CHICAGO MIX CTR, IL",2023-07-07,-1,2,3
3630194657,"SANDERSVILLE, GA","WEST MONROE, LA",2023-07-07,3,6,3
3630134487,"HARRISBURG, PA","HARRISBURG, PA",2023-07-07,9,7,-2
3630067915,"LAFAYETTE, IN","LAFAYETTE, IN",2023-07-07,8,10,2
1087518076,"PITCAIRN, PA","ELIZABETH MARINE TE, NJ",2023-07-07,7,7,0
3630206365,"WYLIE, TX","CROXTON, NJ",2023-07-07,0,1,1
3630172427,"BEAVERDAM, OH","CHALMETTE, LA",2023-07-07,5,2,-3
3630133041,"SELKIRK, NY","BUFFALO, NY",2023-07-07,3,3,0
3630171625,"KANSAS CITY, MO","MELVINDALE, MI",2023-07-07,8,9,1
3630064098,"LOS ANGELES, CA","CROXTON, NJ",2023-07-07,0,2,2
1087644762,"PT EVERGLADES, FL","BLAIR, NE",2023-07-07,6,3,-3
3630203642,"LAMBERTS POINT, VA","TOMS CREEK, VA",2023-07-07,4,1,-3
1087542300,"GEORGETOWN, KY","MIRA LOMA, CA",2023-07-07,5,2,-3
3630099158,"CITY OF INDUSTRY, CA","GREENSBORO, NC",2023-07-07,1,3,2
1087627435,"DECATUR, IL","HAPEVILLE, GA",2023-07-07,6,5,-1
3630188096,"PORT WILMINGTON, DE","WESTVACO, WY",2023-07-07,5,2,-3
3630193570,"ST GABRIEL, LA","HUNTERSVILLE, NC",2023-07-07,1,2,1
3630096100,"PUTNAM, CT","PRATTVILLE, AL",2023-07-07,8,6,-2
1087669916,"JACKSON, MI","CALVERT CITY, KY",2023-07-07,3,6,3
1087677799,"BUFFALO, NY","CHICAGO, IL",2023-07-07,10,7,-3
3630136594,"GRANITE CITY, IL","HOPEWELL, VA",2023-07-07,11,9,-2
3630138067,"PITTSFIELD, MA","KANKAKEE, IL",2023-07-07,7,9,2
3630152401,"LATHROP, CA","HARRISBURG, PA",2023-07-07,4,6,2
3630081993,"CALVERT, AL","INDIANA HARBOR, IN",2023-07-07,2,1,-1
3630164848,"TENNILLE, GA","HARTFORD, IL",2023-07-07,9,9,0
1087518686,"CHICAGO, IL","HARRISBURG, PA",2023-07-07,4,5,1
1087714800,"TULARE, CA","COLUMBUS, OH",2023-07-07,11,10,-1
1087623847,"CHICAGO, IL","CHICAGO MIX CTR, IL",2023-07-03,8,10,2
3628888606,"WINSTON-SALEM, NC","WHITE PIGEON, MI",2023-07-07,3,3,0
1087661170,"EDDYVILLE, IA","COORS CROSSING, VA",2023-07-07,10,7,-3
3630056671,"SHULER, SC","ETOWAH, TN",2023-07-07,3,2,-1
3630203244,"LAMBERTS POINT, VA","TOMS CREEK, VA",2023-07-07,4,3,-1
3630061113,"CHICAGO, IL","GEORGETOWN, KY",2023-07-07,11,10,-1
3630069161,"TACOMA BLAIR, WA","COLUMBUS, OH",2023-07-07,1,3,2
1087701035,"VOLTZ, MO","NORFOLK INTERNATION, VA",2023-07-07,12,9,-3
3630095170,"GATEWAY MINE, IL","WHEATFIELD, IN",2023-07-07,3,4,1
3630065921,"CHICAGO, IL","CHICAGO, IL",2023-07-07,7,7,0
1087619644,"SELKIRK, NY","BUFFALO, NY",2023-07-07,11,10,-1
3630057685,"LONG BEACH E PIER, CA","CLEVELAND, OH",2023-07-07,1,3,2
1087689453,"CANNELTON (KNWA), WV","LAMBERTS POINT, VA",2023-07-07,5,6,1
3630095918,"BATH, PA","FEDERAL, IL",2023-07-07,8,6,-2
1087665700,"WILMINGTON, CA","PORT NEWARK ELIZABE, NJ",2023-07-02,2,2,0
3628723589,"LAMBERTS POINT, VA","TOMS CREEK, VA",2023-07-07,3,2,-1
3630107545,"SANDUSKY DOCK, OH","CROOKED CREEK MINE, PA",2023-07-02,-1,1,2
3628756299,"CAROL, IN","FRANCISCO, IN",2023-07-07,9,10,1
3630125658,"GASTONIA, NC","ROBERTA, AL",2023-07-07,8,8,0
3630138431,"CINCINNATI, OH","SHARONVILLE, OH",2023-07-07,4,6,2
3630113855,"BRANTFORD, ON","FUQUAY-VARINA, NC",2023-07-07,8,5,-3
3630079970,"FLORENCE, SC","FT PAYNE, AL",2023-07-07,4,3,-1
1087577389,"GATEWAY MINE, IL","WHEATFIELD, IN",2023-07-07,1,3,2
1087655763,"STERLING HEIGHTS, MI","ROLLA, CO",2023-07-07,-1,1,2
3630126468,"DILLEY, TX","PICAYUNE, MS",2023-07-07,1,3,2
1087650226,"DALLAS, TX","NORFOLK, VA",2023-07-07,5,8,3
1087612367,"DILLEY, TX","PICAYUNE, MS",2023-07-07,11,9,-2
3630131837,"WEIRTON, WV","BURNS HARBOR, IN",2023-07-07,2,3,1
1087672147,"FOSTORIA, OH","DOWNS, KS",2023-07-07,9,8,-1
1087616256,"BURNS HARBOR, IN","BURNS HARBOR, IN",2023-07-07,9,9,0
1087686235,"BAYONNE, NJ","PAULSBORO, NJ",2023-07-07,3,3,0
3630169652,"EDDYVILLE, IA","COORS CROSSING, VA",2023-07-07,4,2,-2
3630129335,"LOCK JOINT, SC","ALIQUIPPA, PA",2023-07-07,6,7,1
1087566930,"ST LOUIS, MO","CAMP HILL, PA",2023-07-07,6,3,-3
3630154453,"BENTONITE, WY","YORK, PA",2023-07-07,11,8,-3
1087667558,"TIPTON, IN","CHARLESTON BOTTOMS, KY",2023-07-07,5,3,-2
3630068335,"CHICAGO, IL","CROXTON, NJ",2023-07-07,6,3,-3
3630076956,"CICERO, IL","MORRISVILLE, PA",2023-07-07,6,7,1
3630170742,"MUNCY (LVRR), PA","LORDSTOWN, OH",2023-07-07,11,8,-3
3630092928,"WAYNESBURG, PA","BETHLEHEM, PA",2023-07-07,2,1,-1
3630191031,"BAYONNE, NJ","BRAITHWAITE, LA",2023-07-07,5,3,-2
3630085052,"LOS ANGELES, CA","JACKSONVILLE, FL",2023-07-07,10,10,0
3630128826,"BURNS HARBOR, IN","BURNS HARBOR, IN",2023-07-07,11,8,-3
1087603384,"CRESSON, PA","CLEVELAND, OH",2023-07-06,8,5,-3
1087046168,"LAMBERTS POINT, VA","TOMS CREEK, VA",2023-07-07,2,4,2
3630203210,"LAMBERTS POINT, VA","TOMS CREEK, VA",2023-07-07,5,8,3
3630154932,"TOLEDO, OH","LAUREL, MT",2023-07-07,3,1,-2
3630176992,"FAIRFAX, KS","WALKERTOWN, NC",2023-07-07,6,3,-3
1087536040,"CHICAGO, IL","AUSTELL, GA",2023-07-07,3,5,2
3630097669,"TAYLOR, PA","SCHENECTADY, NY",2023-07-07,10,7,-3
1087527839,"ATLANTA, GA","RUTHERFORD, PA",2023-07-07,7,4,-3
3630059962,"REYBOLD, DE","YULEE, FL",2023-07-07,2,5,3
1087579739,"SAVANNAH, GA","MADISON, AL",2023-07-07,8,10,2
3630211069,"FREMONT, OH","LATHROP, CA",2023-07-07,8,7,-1
3630061074,"CHICAGO, IL","APPLIANCE PARK, KY",2023-07-07,6,7,1
1087646578,"ICTF, CA","GEORGETOWN, KY",2023-07-07,9,6,-3
1087650357,"FARRELL, PA","PAULSBORO, NJ",2023-07-07,9,9,0
3630146735,"ARMOREL, AR","BATH, PA",2023-07-07,5,6,1
1087615137,"GREER, SC","CHARLESTON, SC",2023-07-07,0,2,2
3630060793,"CHICAGO, IL","CINCINNATI, OH",2023-07-07,5,3,-2
1087692838,"TITUSVILLE, FL","SAN BERNARDINO, CA",2023-07-07,3,6,3
3630107969,"DALTON, GA","BATON ROUGE, LA",2023-07-07,8,6,-2
3630063490,"LOS ANGELES, CA","CROXTON, NJ",2023-07-07,1,2,1
3630186793,"TACOMA EXPORT, WA","COLUMBUS, OH",2023-07-07,1,1,0
3630059344,"WYSOX, PA","WEDRON, IL",2023-07-07,0,1,1
1087517884,"PORT WENTWORTH, GA","STUARTS DRAFT, VA",2023-07-07,4,1,-3
3630070162,"SAN BERNARDINO, CA","CHARLOTTE, NC",2023-07-07,2,5,3
3630155564,"WICKHAM SPUR, IA","HOPEWELL, VA",2023-07-07,6,4,-2
3630113562,"SAYRE, PA","WOODS CROSS, UT",2023-07-07,5,8,3
1087686154,"FRONT ROYAL, VA","NORFOLK INTERNATION, VA",2023-07-07,10,8,-2
3630185014,"JONESBORO, AR","BATTLE CREEK, MI",2023-07-07,-1,1,2
3630142715,"WYLIE, TX","RUTHERFORD, PA",2023-07-07,1,3,2
3630064828,"MONROE, MI","THUNDER JCT WEST, WY",2023-07-07,-2,1,3
1087535133,"PITCAIRN, PA","CHICAGO ENGLEW TV, IL",2023-07-07,8,7,-1
1087574357,"WAYNESBURG, PA","BETHLEHEM, PA",2023-07-07,-1,2,3
3630127870,"BURNS HARBOR, IN","BURNS HARBOR, IN",2023-07-07,4,6,2
3630134615,"CHICAGO, IL","ELKHART, IN",2023-07-07,9,7,-2
1087543322,"CHICAGO, IL","COLUMBUS, OH",2023-07-07,6,9,3
3630107430,"SANDUSKY DOCK, OH","CROOKED CREEK MINE, PA",2023-07-07,1,4,3
3630097986,"WYLIE, TX","CHARLOTTE, NC",2023-07-02,11,8,-3
3628755675,"CAROL, IN","FRANCISCO, IN",2023-07-07,7,10,3
1087533644,"MODESTO, CA","SCRANTON, PA",2023-07-07,1,2,1
1087539470,"MONROE, MI","CHICAGO, IL",2023-07-07,11,8,-3
1087609958,"CONSTANTINE, MI","FORMOSA, TX",2023-07-07,8,6,-2
1087689136,"CANNELTON (KNWA), WV","LAMBERTS POINT, VA",2023-07-07,5,7,2
3630203529,"LAMBERTS POINT, VA","TOMS CREEK, VA",2023-07-07,6,6,0
3630166361,"DES MOINES, IA","DES MOINES, IA",2023-07-07,-1,1,2
3630068555,"CHICAGO, IL","COLUMBUS, OH",2023-07-07,9,9,0
1087546451,"CITY OF INDUSTRY, CA","GREENSBORO, NC",2023-07-07,5,8,3
1087599268,"MT OLIVE, IL","BOISE SOUTHERN, LA",2023-07-07,5,7,2
1087582180,"LOS ANGELES, CA","CROXTON, NJ",2023-07-07,3,6,3
3630205880,"DOUGHERTY, GA","MARSHALL, MN",2023-07-07,8,10,2
3630167668,"BURNS HARBOR, IN","DECATUR, AL",2023-07-07,-1,2,3
3630195271,"BELLEVUE, OH","CALVERT, AL",2023-07-07,8,6,-2
3630109513,"RED DEER, AB","BLYTHEWOOD, SC",2023-07-07,5,3,-2
3630167935,"RADFORD, NC","GREEN BAY, WI",2023-07-02,7,5,-2
3628756231,"CAROL, IN","FRANCISCO, IN",2023-07-07,7,7,0
1087654173,"MERIDIAN, MS","JACKSONVILLE, FL",2023-07-07,3,1,-2
3630207222,"YORKTON, SK","VALDOSTA, GA",2023-07-07,11,10,-1
3630116748,"SELMA, NC","DECATUR, IL",2023-07-07,2,4,2
3630111057,"SARNIA, ON","WASHINGTON (DD), NJ",2023-07-07,13,10,-3
3630160056,"RINGGOLD, VA","JAMAICA, NY",2023-07-07,8,5,-3
3630050934,"DECATUR, IL","DECATUR, IL",2023-07-07,1,1,0
1087702489,"MARSHALL, MN","DOUGHERTY, GA",2023-07-07,6,5,-1
3630207971,"FRANKFORT, IN","DECATUR, IL",2023-07-07,5,7,2
3630211920,"WINSTON-SALEM, NC","HOBBS, IN",2023-07-07,12,9,-3
1087588673,"BAYTOWN, TX","NORCROSS, GA",2023-07-07,2,1,-1
1087606756,"INSTITUTE (KNWA), WV","TAFT, LA",2023-07-07,11,10,-1
3630181159,"BURNS HARBOR, IN","BURNS HARBOR, IN",2023-07-07,6,3,-3
3630149076,"WYLIE, TX","JACKSONVILLE, FL",2023-07-07,10,9,-1
3630155784,"ICTF, CA","GEORGETOWN, KY",2023-07-07,7,9,2
3630072059,"CHAPMAN, PA","APPLE GROVE, WV",2023-07-07,3,5,2
1087547813,"LATHROP, CA","MORRISVILLE, PA",2023-07-07,1,4,3
3630099239,"LULING, LA","AUGUSTA, GA",2023-07-07,5,8,3
3630060688,"CHICAGO, IL","CINCINNATI, OH",2023-07-07,3,4,1
3630178326,"CHARLOTTE, NC","CEDAR CITY, UT",2023-07-07,0,3,3
3630180470,"LOS ANGELES, CA","MORRISVILLE, PA",2023-07-07,4,5,1
3630115001,"LOS ANGELES, CA","RUTHERFORD, PA",2023-07-07,3,1,-2
1087691963,"CINCINNATI, OH","OAKLAND, CA",2023-07-07,1,2,1
3630129644,"SAINT JOHN, NB","MACON, GA",2023-07-07,9,9,0
1087544213,"ROSSER, GA","BARNESVILLE, GA",2023-07-07,4,2,-2
3630112249,"MAHRT (CCH), AL","PORT WENTWORTH, GA",2023-07-07,4,6,2
3630188541,"LATHROP, CA","AUSTELL, GA",2023-07-07,5,7,2
1087624479,"PINEVILLE, NC","AUGUSTA, MS",2023-07-07,-1,1,2
1087552575,"AMELIA, TX","THOMASVILLE, NC",2023-07-07,7,8,1
3630137655,"BLYTHEWOOD, SC","BLOOMINGTON, TX",2023-07-07,5,8,3
3630052562,"BLUFFTON, IN","SELMA, NC",2023-07-06,5,8,3
1087493462,"DORAVILLE, GA","ENGEN, BC",2023-07-07,8,6,-2
3630125632,"GASTONIA, NC","READING, PA",2023-07-07,7,4,-3
3630081799,"BUTLER, IN","CONCORD, ON",2023-07-07,9,6,-3
3630148478,"DAYTON, TX","SIDNEY, OH",2023-07-07,1,3,2
1087679929,"PINEVILLE, NC","NAIRN, ON",2023-07-07,2,1,-1
3630098924,"ASHEVILLE, NC","PINE BLUFF, AR",2023-07-07,7,9,2
3630151439,"23RD STREET, TN","BENTONITE, WY",2023-07-04,9,9,0
3629138800,"SANDUSKY DOCK, OH","CROOKED CREEK MINE, PA",2023-07-07,8,8,0
3630093445,"WADSWORTH, TX","MORRISTOWN, TN",2023-07-07,5,8,3
3630113839,"LOUISVILLE FAIRGR, KY","STE GENEVIEVE, MO",2023-07-07,1,4,3
3630077677,"SAN BERNARDINO, CA","KANSAS CITY, MO",2023-07-07,-1,1,2
1087626471,"BUCYRUS, OH","DET JEFFERSON, MI",2023-07-07,9,7,-2
3630066626,"SAN BERNARDINO, CA","CHARLOTTE, NC",2023-07-07,7,9,2
3630076265,"MERIDIAN, MS","AUSTELL, GA",2023-07-02,3,6,3
3628723377,"LAMBERTS POINT, VA","TOMS CREEK, VA",2023-07-07,5,7,2
3630142804,"WYLIE, TX","ATLANTA, GA",2023-07-07,4,1,-3
1087689186,"CANNELTON (KNWA), WV","LAMBERTS POINT, VA",2023-07-07,10,8,-2
3630189050,"GREENFIELD, MA","DELTA, OH",2023-07-07,10,9,-1
1087536650,"HARRISBURG, PA","SAN BERNARDINO, CA",2023-07-07,0,1,1
3630164327,"WATERVILLE, OH","SHULER, SC",2023-07-07,6,4,-2
3630205424,"WINSLOW, IN","FT WAYNE, IN",2023-07-07,2,1,-1
3630149173,"MACON, GA","SAVANNAH, GA",2023-07-07,9,10,1
3630209046,"MAHANOY CITY, PA","BILLINGS, MT",2023-07-07,3,6,3
3630117786,"KANSAS CITY, MO","NORTH CHARLESTON, SC",2023-07-07,6,9,3
1087687605,"KAPUSKASING, ON","HERNDON, PA",2023-07-07,-1,2,3
1087537224,"MONROE, MI","CHICAGO, IL",2023-07-02,9,6,-3
3628671821,"LAMBERTS POINT, VA","TOMS CREEK, VA",2023-07-07,3,6,3
3630145690,"CITY OF INDUSTRY, CA","PITTSBURGH, PA",2023-07-07,4,3,-1
3630133318,"SELKIRK, NY","BUFFALO, NY",2023-07-07,3,6,3
3630208943,"MAHANOY CITY, PA","MYERS, ID",2023-07-06,9,8,-1
3629775254,"LAMBERTS POINT, VA","TOMS CREEK, VA",2023-07-02,1,2,1
3628757017,"CAROL, IN","FRANCISCO, IN",2023-07-07,9,10,1
3630131332,"KANKAKEE, IL","DALTON, GA",2023-07-07,4,2,-2
1087685213,"MOBILE, AL","LEMOYNE, AL",2023-07-07,5,2,-3
1087697163,"HARRISBURG, PA","CHICAGO, IL",2023-07-07,10,8,-2
3630081498,"WESTLAND, PA","CHALMETTE, LA",2023-07-03,11,9,-2
1086106046,"WINSTON-SALEM, NC","WHITE PIGEON, MI",2023-07-07,9,9,0
1087561532,"HYCO, NC","BAILEY MINE, PA",2023-07-07,10,7,-3
1087549629,"HARRISBURG, PA","LATHROP, CA",2023-07-07,2,2,0
1087690959,"FARMERS VALLEY, PA","WOODS CROSS, UT",2023-07-07,3,4,1
3630135920,"BOWDEN YARD, FL","PORTLAND, OR",2023-07-07,2,3,1
1087552761,"LANDERS, IL","LANDERS, IL",2023-07-07,4,6,2
3630164652,"JACKSONVILLE, FL","RUTHERFORD, PA",2023-07-07,12,9,-3
3630175946,"EAST BRAINTREE, MA","ROBY, IN",2023-07-07,7,7,0
3630143355,"JEFFERSONVILLE, IN","LOUISVILLE, KY",2023-07-07,4,5,1
1087629160,"LAMBERTS POINT, VA","WILLIAMSON YARD, WV",2023-07-07,3,1,-2
1087550743,"CHICAGO 47TH ST TV, IL","CROXTON, NJ",2023-07-07,6,3,-3
3630092130,"TALLADEGA, AL","PINE, IN",2023-07-07,8,7,-1
3630098021,"BELLEVUE, OH","TOLEDO, OH",2023-07-07,9,9,0
3630171853,"EAST ST LOUIS, IL","FALCONBRIDGE, ON",2023-07-07,0,2,2
3630056469,"LAMBERTS POINT, VA","WILLIAMSON YARD, WV",2023-07-07,6,3,-3
3630138279,"COLUMBIA (CORY), PA","SCIO, OH",2023-07-07,0,2,2
3630137516,"MUNCY (LVRR), PA","LORDSTOWN, OH",2023-07-07,4,2,-2
3630122058,"ATLANTA, GA","CALVERT, AL",2023-07-07,6,5,-1
3630056215,"MERIDIAN, MS","AUSTELL, GA",2023-07-07,5,8,3
1087614513,"FARRELL, PA","BUTLER, IN",2023-07-07,5,8,3
1087541621,"CINCINNATI, OH","CALUMET, IL",2023-07-07,8,6,-2
3630098306,"NEW BERN, NC","BURNSVILLE, MS",2023-07-07,11,9,-2
3630185234,"GARY, IN","MIDWEST PORTAGE, IN",2023-07-07,3,1,-2
1087701344,"LOS ANGELES, CA","AUSTELL, GA",2023-07-07,12,9,-3
1087561207,"HYCO, NC","BAILEY MINE, PA",2023-07-07,7,7,0
1087645548,"TOLEDO, OH","LAUREL, MT",2023-07-07,7,6,-1
1087690828,"SANDERSVILLE, GA","WEST MONROE, LA",2023-07-07,9,6,-3
1087709902,"NEW ORLEANS, LA","NEW ORLEANS, LA",2023-07-07,6,6,0
3630209800,"FT WAYNE, IN","PIEDRAS NEGRAS, CU",2023-07-07,4,7,3
1087559991,"CALVERT, AL","INDIANA HARBOR, IN",2023-07-07,4,1,-3
3630121581,"INSTITUTE (KNWA), WV","TAFT, LA",2023-07-07,12,9,-3
3630164628,"PARKERSBURG, WV","WOODBURN, IN",2023-07-07,0,2,2
3630144092,"WANETA, BC","CHATTANOOGA, TN",2023-07-07,10,10,0
3630064959,"SALINAS VICTORIA, NL","AUSTELL, GA",2023-07-07,5,2,-3
1087637456,"DECATUR, IL","HOMER, IL",2023-07-07,7,4,-3
1087681154,"CANTON, OH","WAUPACA, WI",2023-07-05,9,10,1
1087003241,"SURRENCY, GA","ANDERSON (ICRK), IN",2023-07-07,5,6,1
3630095340,"GATEWAY MINE, IL","WHEATFIELD, IN",2023-07-07,4,2,-2
3630159453,"TIFTON, GA","LUBBOCK, TX",2023-07-07,1,3,2
1087699589,"GRIFFITH, NC","SAVANNAH, GA",2023-07-07,8,7,-1
3630125284,"BURNS HARBOR, IN","BURNS HARBOR, IN",2023-07-07,6,8,2
3630197079,"SANDERSVILLE, GA","WEST MONROE, LA",2023-07-07,8,5,-3
3630169717,"MILLSDALE, IL","GIANT, SC",2023-07-07,6,3,-3
1087622265,"HUNTSVILLE, AL","GARDEN CITY, GA",2023-07-07,8,8,0
3630135742,"NIAGARA FALLS, NY","REYBOLD, DE",2023-07-07,3,3,0
3630188389,"TACOMA EXPORT, WA","COLUMBUS, OH",2023-07-07,3,1,-2
3630189547,"COLUMBIA CITY, IN","ST LOUIS, MO",2023-07-07,1,4,3
1087711501,"MAUMEE, OH","REYBOLD, DE",2023-07-07,9,6,-3
3630182171,"SELKIRK, NY","LAFAYETTE, IN",2023-07-07,5,6,1
3630123907,"HUNTSVILLE, AL","SCOTTSBORO, AL",2023-07-06,7,4,-3
3629821071,"SURRENCY, GA","ANDERSON (ICRK), IN",2023-07-07,4,5,1
3630055293,"LAMBERTS POINT, VA","WILLIAMSON YARD, WV",2023-07-07,0,3,3
1087688588,"LAMBERTS POINT, VA","WILLIAMSON YARD, WV",2023-07-07,5,5,0
1087544459,"ROSSER, GA","BARNESVILLE, GA",2023-07-07,5,6,1
3630149212,"SAN BERNARDINO, CA","JACKSONVILLE, FL",2023-07-07,2,3,1
3630126531,"GARLAND, TX","ASHEBORO, NC",2023-07-07,-1,1,2
3630094239,"ROCHESTER-5, NY","TRACY, CA",2023-07-07,10,9,-1
3630065484,"MIDLAND, NC","FREEPORT, TX",2023-07-07,9,8,-1
3630183923,"NORFOLK INTERNATION, VA","LANDERS, IL",2023-07-07,13,10,-3
1087665475,"JACKSONVILLE, FL","ST LOUIS, MO",2023-07-04,2,5,3
3629195624,"LAMBERTS POINT, VA","TOMS CREEK, VA",2023-07-07,0,3,3
3630176976,"FAIRFAX, KS","WALKERTOWN, NC",2023-07-07,5,8,3
3630071582,"LAMBERTS POINT, VA","WILLIAMSON YARD, WV",2023-07-07,4,5,1
3630172639,"WYLIE, TX","CROXTON, NJ",2023-07-07,5,5,0
3630178805,"LOS ANGELES, CA","AUSTELL, GA",2023-07-07,5,7,2
